time,LF,LH,RF,RH,step_freq,center_x,center_y
2025-06-01 00:00:00,14.9,16.5,18.2,14.7,52.5,-1.87,17.63
2025-06-01 00:00:05,11.4,13.4,11.4,11.4,53.0,4.36,-19.68
2025-06-01 00:00:10,17.1,16.2,18.8,16.4,48.1,-11.04,16.72
2025-06-01 00:00:15,15.9,12.9,14.7,16.0,51.0,-14.19,3.39
2025-06-01 00:00:20,12.0,11.3,16.3,12.5,50.3,-13.44,7.09
2025-06-01 00:00:25,18.7,14.3,15.6,18.6,49.1,7.72,-3.29
2025-06-01 00:00:30,16.1,13.7,15.2,15.7,51.3,4.72,-0.57
2025-06-01 00:00:35,16.7,15.3,14.7,17.3,48.0,7.77,12.43
2025-06-01 00:00:40,17.5,18.8,20.1,17.2,49.8,3.39,-7.74
2025-06-01 00:00:45,14.5,15.6,12.7,14.9,49.1,-1.48,-2.73
2025-06-01 00:00:50,16.9,13.8,17.0,8.6,52.2,5.98,-4.27
2025-06-01 00:00:55,16.7,12.6,16.1,17.3,50.9,7.6,-6.82
2025-06-01 00:01:00,13.1,15.9,14.7,13.0,49.9,0.75,4.49
2025-06-01 00:01:05,16.8,17.5,17.4,15.2,53.4,-0.81,5.95
2025-06-01 00:01:10,13.5,11.2,13.2,13.3,51.5,-3.6,2.84
2025-06-01 00:01:15,20.7,17.2,17.4,16.7,52.3,-12.05,-3.97
2025-06-01 00:01:20,19.3,14.0,14.9,14.3,51.6,-13.77,11.48
2025-06-01 00:01:25,15.9,12.5,17.1,11.5,53.0,7.34,21.77
2025-06-01 00:01:30,11.3,12.7,11.5,9.4,49.5,5.47,-9.39
2025-06-01 00:01:35,16.3,21.3,16.6,17.5,52.4,7.79,-5.01
2025-06-01 00:01:40,14.8,9.0,12.6,12.7,52.0,3.53,-14.09
2025-06-01 00:01:45,14.3,13.9,13.8,14.0,48.9,-5.55,-3.14
2025-06-01 00:01:50,16.6,21.8,19.0,15.7,52.1,5.53,-12.79
2025-06-01 00:01:55,20.3,16.4,20.0,18.9,53.1,1.64,14.41
2025-06-01 00:02:00,16.7,16.5,16.6,18.1,51.0,3.31,7.18
2025-06-01 00:02:05,13.1,16.0,12.5,18.5,53.2,0.02,-7.23
2025-06-01 00:02:10,16.6,15.1,17.0,16.5,49.4,-2.34,-2.09
2025-06-01 00:02:15,16.7,19.3,18.0,15.1,48.5,3.17,7.75
2025-06-01 00:02:20,16.1,15.9,13.5,16.5,49.7,5.79,13.49
2025-06-01 00:02:25,10.4,11.3,14.2,14.2,53.6,2.52,26.08
2025-06-01 00:02:30,16.5,16.1,15.5,13.5,52.6,3.02,-10.14
2025-06-01 00:02:35,13.8,15.0,19.4,11.1,51.0,0.94,-10.83
2025-06-01 00:02:40,18.2,16.1,13.9,14.6,50.6,0.87,-3.82
2025-06-01 00:02:45,12.3,10.9,16.5,13.5,51.9,-20.78,3.49
2025-06-01 00:02:50,14.7,11.4,12.8,14.0,50.2,11.25,-7.1
2025-06-01 00:02:55,12.5,12.2,17.0,14.3,50.8,-5.09,7.12
2025-06-01 00:03:00,15.2,10.1,12.2,15.7,55.7,-0.69,4.09
2025-06-01 00:03:05,14.0,15.7,9.3,13.8,53.0,-4.11,-14.53
2025-06-01 00:03:10,10.5,12.5,13.7,16.3,54.8,-9.13,4.89
2025-06-01 00:03:15,10.8,13.7,13.1,11.5,51.5,2.35,-7.75
2025-06-01 00:03:20,17.6,19.5,13.8,20.5,51.7,-13.3,-5.65
2025-06-01 00:03:25,13.4,11.6,12.4,11.8,52.7,-5.39,11.75
2025-06-01 00:03:30,15.4,18.6,17.4,18.4,52.2,0.04,-6.66
2025-06-01 00:03:35,13.7,13.4,12.1,12.4,50.4,9.38,-9.66
2025-06-01 00:03:40,12.0,11.9,14.6,14.0,52.6,2.38,13.26
2025-06-01 00:03:45,13.5,11.5,12.8,11.9,51.5,5.67,3.75
2025-06-01 00:03:50,20.8,14.6,14.2,19.0,49.9,10.26,8.09
2025-06-01 00:03:55,13.2,11.4,13.4,11.9,52.8,4.15,-4.59
2025-06-01 00:04:00,11.5,13.0,11.0,10.5,49.8,4.99,-2.01
2025-06-01 00:04:05,11.4,12.8,9.5,9.6,50.5,-1.67,1.19
2025-06-01 00:04:10,17.0,15.7,13.7,14.0,52.1,-3.58,2.14
2025-06-01 00:04:15,16.9,14.6,17.3,19.3,50.9,1.5,-1.19
2025-06-01 00:04:20,15.0,16.2,15.8,16.0,52.9,-2.18,3.19
2025-06-01 00:04:25,16.3,15.4,17.7,11.9,52.5,3.07,4.59
2025-06-01 00:04:30,14.0,13.9,14.4,11.3,55.9,-2.91,-10.9
2025-06-01 00:04:35,12.9,16.0,14.1,11.1,51.8,-4.79,-0.45
2025-06-01 00:04:40,21.8,20.5,17.2,14.7,48.9,11.18,4.07
2025-06-01 00:04:45,9.1,11.1,12.3,12.4,54.0,-0.28,1.25
2025-06-01 00:04:50,14.4,14.9,15.7,16.1,49.4,-11.84,-16.38
2025-06-01 00:04:55,18.8,16.6,21.2,18.3,54.1,4.48,1.23
2025-06-01 00:05:00,16.3,15.7,11.7,14.1,0.0,5.16,15.95
2025-06-01 00:05:05,12.5,15.8,16.5,10.9,0.0,-9.47,-11.31
2025-06-01 00:05:10,17.2,19.2,20.8,17.9,0.0,13.03,-6.04
2025-06-01 00:05:15,14.1,17.4,18.2,17.4,0.0,-16.54,4.29
2025-06-01 00:05:20,11.3,15.2,14.6,12.0,0.0,-4.11,-3.47
2025-06-01 00:05:25,12.1,14.1,10.2,13.2,0.0,-4.24,-1.34
2025-06-01 00:05:30,14.6,12.7,13.7,12.4,0.0,15.72,5.28
2025-06-01 00:05:35,16.6,18.4,17.8,17.5,0.0,4.91,11.06
2025-06-01 00:05:40,16.1,16.0,16.6,12.6,0.0,-12.12,15.93
2025-06-01 00:05:45,16.8,13.0,14.7,14.2,0.0,24.63,13.96
2025-06-01 00:05:50,12.0,10.4,9.1,12.7,0.0,-6.05,-6.38
2025-06-01 00:05:55,13.9,13.0,18.6,17.0,0.0,-0.06,16.84
2025-06-01 00:06:00,18.3,16.4,21.2,19.2,0.0,-8.3,3.48
2025-06-01 00:06:05,15.1,14.1,18.7,20.7,0.0,-11.19,9.5
2025-06-01 00:06:10,11.9,12.2,12.0,11.5,0.0,0.39,-1.65
2025-06-01 00:06:15,13.0,12.3,11.9,10.6,0.0,-4.61,11.04
2025-06-01 00:06:20,16.6,13.6,15.8,17.1,0.0,-13.36,9.35
2025-06-01 00:06:25,16.9,19.3,16.7,14.6,0.0,-13.02,5.38
2025-06-01 00:06:30,17.0,14.7,17.8,13.2,0.0,-0.53,-4.69
2025-06-01 00:06:35,11.6,13.0,11.2,12.2,0.0,8.05,0.38
2025-06-01 00:06:40,14.3,10.4,13.7,15.5,0.0,-19.77,-1.38
2025-06-01 00:06:45,17.2,15.6,16.7,14.8,0.0,0.69,3.75
2025-06-01 00:06:50,20.6,18.7,18.9,17.4,0.0,-3.9,1.54
2025-06-01 00:06:55,16.9,15.3,16.7,20.3,0.0,6.97,2.39
2025-06-01 00:07:00,15.1,11.9,8.6,10.7,0.0,-14.97,2.19
2025-06-01 00:07:05,12.9,16.2,13.5,12.4,0.0,6.64,-12.69
2025-06-01 00:07:10,16.9,17.9,13.4,18.7,0.0,2.71,1.68
2025-06-01 00:07:15,19.5,22.8,18.6,18.7,0.0,-3.67,-1.8
2025-06-01 00:07:20,17.4,14.0,15.9,14.8,0.0,3.83,7.67
2025-06-01 00:07:25,14.6,11.5,11.9,10.5,0.0,-3.55,8.02
2025-06-01 00:07:30,14.6,11.3,14.9,15.8,0.0,3.31,20.01
2025-06-01 00:07:35,15.2,14.2,13.2,19.7,0.0,5.23,4.56
2025-06-01 00:07:40,18.7,15.9,23.0,18.4,0.0,0.88,10.81
2025-06-01 00:07:45,16.3,15.8,13.8,16.3,0.0,15.06,15.76
2025-06-01 00:07:50,15.5,11.3,10.3,12.1,0.0,0.45,13.75
2025-06-01 00:07:55,10.0,16.5,13.1,12.6,0.0,-8.1,-8.24
2025-06-01 00:08:00,18.7,17.2,14.5,14.5,0.0,-2.69,18.35
2025-06-01 00:08:05,17.5,15.0,17.5,17.5,0.0,-21.58,4.57
2025-06-01 00:08:10,14.5,16.3,18.6,17.2,0.0,-2.15,-3.85
2025-06-01 00:08:15,17.4,12.3,12.2,12.2,0.0,1.58,3.85
2025-06-01 00:08:20,12.6,12.7,13.7,12.7,0.0,-5.7,5.85
2025-06-01 00:08:25,16.9,20.4,12.1,19.6,0.0,9.97,-11.59
2025-06-01 00:08:30,17.2,17.1,15.0,16.3,0.0,-8.88,19.02
2025-06-01 00:08:35,16.4,17.1,16.0,12.3,0.0,-4.2,8.91
2025-06-01 00:08:40,9.7,13.6,11.7,11.4,0.0,5.69,8.55
2025-06-01 00:08:45,13.4,16.5,12.0,15.4,0.0,4.74,2.52
2025-06-01 00:08:50,18.3,15.1,19.5,17.3,0.0,-4.18,13.39
2025-06-01 00:08:55,16.2,14.8,14.5,18.8,0.0,-10.24,19.04
2025-06-01 00:09:00,10.0,17.5,14.6,14.0,0.0,-4.36,8.19
2025-06-01 00:09:05,12.1,14.4,12.4,12.5,0.0,-2.91,4.54
2025-06-01 00:09:10,15.1,11.1,11.8,16.0,0.0,1.37,3.53
2025-06-01 00:09:15,17.9,18.5,16.8,16.3,0.0,1.57,-2.83
2025-06-01 00:09:20,18.2,14.0,19.4,18.3,0.0,2.05,12.86
2025-06-01 00:09:25,17.1,15.8,10.1,11.2,0.0,-5.0,5.21
2025-06-01 00:09:30,13.3,10.8,12.6,10.7,0.0,-4.89,-6.25
2025-06-01 00:09:35,13.1,12.2,13.0,17.0,0.0,-7.6,26.06
2025-06-01 00:09:40,19.0,18.4,16.3,19.4,0.0,-4.61,5.98
2025-06-01 00:09:45,22.2,16.9,19.4,15.7,0.0,-0.28,19.17
2025-06-01 00:09:50,12.2,17.1,14.9,12.3,0.0,5.06,12.78
2025-06-01 00:09:55,13.6,9.2,10.9,11.8,0.0,-0.6,9.97
2025-06-01 00:10:00,15.7,12.7,16.1,16.6,0.0,4.48,13.65
2025-06-01 00:10:05,19.8,19.1,18.0,14.8,0.0,3.44,6.66
2025-06-01 00:10:10,17.3,14.2,14.6,18.8,0.0,-0.32,10.45
2025-06-01 00:10:15,13.2,13.2,15.0,12.1,0.0,0.77,1.3
2025-06-01 00:10:20,11.6,11.9,12.9,11.5,0.0,10.05,-2.16
2025-06-01 00:10:25,15.4,14.9,18.6,16.1,0.0,8.25,-6.88
2025-06-01 00:10:30,18.8,20.0,18.4,20.4,0.0,-4.14,16.27
2025-06-01 00:10:35,21.0,15.7,15.5,19.3,0.0,12.64,0.82
2025-06-01 00:10:40,12.0,12.3,10.2,11.0,0.0,-8.03,-1.14
2025-06-01 00:10:45,12.6,13.2,15.8,10.7,0.0,7.87,3.29
2025-06-01 00:10:50,16.0,17.5,13.9,16.9,0.0,1.33,8.94
2025-06-01 00:10:55,18.8,23.1,17.0,17.2,0.0,-4.99,0.56
2025-06-01 00:11:00,14.7,18.4,18.8,14.9,0.0,-6.66,8.77
2025-06-01 00:11:05,11.5,13.9,13.0,9.6,0.0,12.38,19.37
2025-06-01 00:11:10,11.7,12.2,13.5,13.6,0.0,5.27,21.08
2025-06-01 00:11:15,16.1,14.9,13.7,15.0,0.0,-0.27,19.36
2025-06-01 00:11:20,17.2,18.7,18.2,20.6,0.0,20.22,0.75
2025-06-01 00:11:25,14.6,17.7,17.0,19.3,0.0,4.67,2.13
2025-06-01 00:11:30,13.6,14.6,14.1,13.4,0.0,8.53,14.35
2025-06-01 00:11:35,16.0,14.5,12.9,13.5,0.0,9.65,-1.54
2025-06-01 00:11:40,17.6,16.1,16.9,19.4,0.0,1.53,5.37
2025-06-01 00:11:45,15.4,19.6,19.4,22.4,0.0,-2.46,6.75
2025-06-01 00:11:50,15.7,18.4,15.0,15.8,0.0,4.86,6.49
2025-06-01 00:11:55,11.4,12.7,14.4,10.2,0.0,1.06,-0.6
2025-06-01 00:12:00,15.9,10.5,12.4,14.3,0.0,12.52,4.47
2025-06-01 00:12:05,16.1,20.9,14.3,12.8,0.0,3.52,0.98
2025-06-01 00:12:10,15.9,19.4,18.5,16.8,0.0,-10.24,11.98
2025-06-01 00:12:15,16.1,14.6,18.5,12.7,0.0,-12.2,-0.54
2025-06-01 00:12:20,12.1,12.7,11.7,12.9,0.0,-10.01,16.55
2025-06-01 00:12:25,13.7,16.1,14.6,14.8,0.0,4.56,8.58
2025-06-01 00:12:30,18.8,20.1,17.9,18.9,0.0,-0.72,16.52
2025-06-01 00:12:35,16.4,21.4,17.7,14.9,0.0,1.02,-0.45
2025-06-01 00:12:40,16.1,13.1,13.5,10.6,0.0,-3.62,-14.39
2025-06-01 00:12:45,9.0,13.7,13.7,13.0,0.0,-7.74,4.62
2025-06-01 00:12:50,14.3,12.0,17.3,16.0,0.0,-1.77,5.22
2025-06-01 00:12:55,18.1,13.6,17.2,16.3,0.0,-8.01,2.75
2025-06-01 00:13:00,21.1,18.8,16.4,18.7,0.0,11.19,12.4
